review,sentiment,review_cleaned
"I just wanted to say that. I love Gheorghe Muresan, so I automatically loved this movie. Everything else about it was so-so... Billy Crystal is a good actor, even if he is annoying. But the thing that made this movie was- at least, for a basketball fan- seeing Gheorghe Muresan act.",positive,wanted say love gheorghe muresan automatically loved movie everything else billy crystal good actor even annoying thing made movie least basketball fan seeing gheorghe muresan act
"I thought that this movie was incredible. I absolutely loved it, even though my brothers didn't that much. The special effects were outstanding, and this movie is about my favorite sport; golf. The only thing that was disappointing about this amazing movie is that it is hard to watch two times or more in a row. This movie just absolutely tops everything else I have ever seen. It was everything I would expect out of a movie. I just loved it. Also, it was pretty kid-friendly. This movie helped me realize that when you put your mind to it, anything is possible. I would give it a pure 10/10! It was better than The Legend of Baggar Vants, and the two Pirates of the Caribbean movies combined. Absolutely amazing. Loved it.",positive,thought movie incredible absolutely loved even though brothers much special effects outstanding movie favorite sport golf thing disappointing amazing movie hard watch two times row movie absolutely tops everything else ever seen everything would expect movie loved also pretty kid friendly movie helped realize put mind anything possible would give pure 10 10 better legend baggar vants two pirates caribbean movies combined absolutely amazing loved
"This is a funny film and I like it a lot. Cary Elwes plays Robin Hood to a tee. This is, of course, the usual good vs evil with Robin against the evil Sheriff of Nottingham. The humor is sort of in your face stuff for the most part, but still works well. A comedy for a night when you don't want to have to think much, it's well worth a rent!",positive,funny film like lot cary elwes plays robin hood tee course usual good vs evil robin evil sheriff nottingham humor sort face stuff part still works well comedy night want think much well worth rent
"Some here have commented that this is the WORST Elvis movie ever made. Well, they are only partly right. For me, this IS THE WORST MOVIE EVER MADE PERIOD! I have never seen anything so basely crude, and insulting, and vile, and against human nature as this film. A true embarrassment to the Motion Picture Industry, this isn't even so Bad, its good. There is no campy trashy fun to be had here like in some of Elvis' other bad movies like Clambake. This one is so rotten to sit through its painful. Pure Garbage. Native Americans should sue for their poor clichéd and stereotypical treatment here. Actually, perhaps ALL Human Beings should sue for the crime and disservice this movie does to the species as a whole 0 Stars, seriously. Grade: F",negative,commented worst elvis movie ever made well partly right worst movie ever made period never seen anything basely crude insulting vile human nature film true embarrassment motion picture industry even bad good no campy trashy fun like elvis bad movies like clambake one rotten sit painful pure garbage native americans sue poor clichéd stereotypical treatment actually perhaps human beings sue crime disservice movie species whole 0 stars seriously grade f
"First of all yes I'm white, so I try to tread lightly in the ever delicate subject of race... anyway... White People Hating Black people = BAD but Black People Hating White people = OK (because apparently we deserved it!!). where do i start? i wish i had something good to say about this movie aside unintended comedy scenes: the infamous scene were Ice Cube and co. get in a fight with some really big, really strong, really really angry and scary looking Neo-Nazis and win!!! the neo-Nazi where twice the size :), and the chase! the chase is priceless... This is NOT a movie about race, tolerance and understanding, it doesn't deliver... this is a racist movie that re-affirm all the cliché stereotypes, the white wimpy guy who gets manhandled by his black roommate automatically transform in a skinhead...cmon simply awful I do regret ever seeing it.<br /><br />Save your time and the dreadful experience of a poorly written ,poorly acted, dull and clearly biased picture, if you are into the subject, go and Rent American History X, now thats a movie",negative,first yes white try tread lightly ever delicate subject race anyway white people hating black people bad black people hating white people ok apparently deserved start wish something good say movie aside unintended comedy scenes infamous scene ice cube co get fight really big really strong really really angry scary looking neo nazis win neo nazi twice size chase chase priceless not movie race tolerance understanding deliver racist movie affirm cliché stereotypes white wimpy guy gets manhandled black roommate automatically transform skinhead cmon simply awful regret ever seeing br br save time dreadful experience poorly written poorly acted dull clearly biased picture subject go rent american history x thats movie
"Donald Pleasance and Peter Cushing united in one horror film; that always sounds like a terrific plan. Two of the most versatile cult actors of their generation, who previously already starred together in terrific genre outings like ""The Flesh and the Fiends"" and ""From Beyond the Grave"", pairing up in a mid-70's satanic themed exploitation flick. How can this possibly go wrong? Well, unfortunately, it can. To my deepest regret ""Land of the Minotaur"" can hardly even be called mediocre, and that in spite of the cast, the exotic setting, the appealing title and the potentially great sounding premise. In a remote little area in Greece, more particularly near an archaeological site, multiple tourists vanish because Baron Peter Cushing and his docile followers keep feeding them to a fire-breathing Minotaur statue. Cushing, who never looked more bored and uninterested in any role he played before, owns a giant medieval castle and apparently in Greek this means you also own the complementary archaeological ruins and an underground network of caverns. That is of course quite handy if your hobby is the kidnapping of random campers and amateur archaeologists. When three of his young friends also mysteriously disappear in the same area, Father Roch - the priest of a couple of towns before) - decides to investigate. ""Land of the Minotaur"" is a boring and extremely slow-paced horror effort that never really undertakes any major attempts to generate a satanic atmosphere and doesn't bother to elaborate on all the potentially fascinating elements and pagan trivia details. The titular Minotaur, for example, is an intriguing creature of Greek mythology with the head of a bull and the body of a person, but for some inexplicable reason the script never deepens out the significance. Instead, the film focuses on tedious and overly talkative sequences and loud inappropriate music altered with experimental noises. The only reason to even consider giving this major disappointment of a film a chance is because of Donald Pleasance. His portrayal of rude, bossy and old-fashioned priest who criticizes everything that represents modern youth is powerful and reliable as always.",negative,donald pleasance peter cushing united one horror film always sounds like terrific plan two versatile cult actors generation previously already starred together terrific genre outings like flesh fiends beyond grave pairing mid 70 satanic themed exploitation flick possibly go wrong well unfortunately deepest regret land minotaur hardly even called mediocre spite cast exotic setting appealing title potentially great sounding premise remote little area greece particularly near archaeological site multiple tourists vanish baron peter cushing docile followers keep feeding fire breathing minotaur statue cushing never looked bored uninterested role played owns giant medieval castle apparently greek means also complementary archaeological ruins underground network caverns course quite handy hobby kidnapping random campers amateur archaeologists three young friends also mysteriously disappear area father roch priest couple towns decides investigate land minotaur boring extremely slow paced horror effort never really undertakes major attempts generate satanic atmosphere bother elaborate potentially fascinating elements pagan trivia details titular minotaur example intriguing creature greek mythology head bull body person inexplicable reason script never deepens significance instead film focuses tedious overly talkative sequences loud inappropriate music altered experimental noises reason even consider giving major disappointment film chance donald pleasance portrayal rude bossy old fashioned priest criticizes everything represents modern youth powerful reliable always
"The three shorts included on this compilation issued in 1959 are timeless Chaplin classics, nothing wrong with them and nothing to criticize either. Chaplin's score for these films and the framework added as bridging sections between the shorts are also well done. The problem with this compilation is a minor one, yet annoying. The shorts have been stretch-printed to fit the 24 frame p.s. speed of contemporary films whereas the shorts themselves where shot at 20 frames p.s. This results is jerky motion that doesn't look very attractive, and yet this was an excusable solution given the limitations of optical printing technology at the time, it's just not excusable that the current DVD version is unrestored, the films look dirty as they did in 1959 and are still stretch printed. There are separate restored versions of these classics available, even on DVD, and it would not be a problem to restore the image, but alas this has not been done.<br /><br />A minor quibble has taken up a lot of space in my article, but I say again a minor quibble, it should not detract all that much from the experience although it detracted one point from my rating. The shorts are still worth '10'.",positive,three shorts included compilation issued 1959 timeless chaplin classics nothing wrong nothing criticize either chaplin score films framework added bridging sections shorts also well done problem compilation minor one yet annoying shorts stretch printed fit 24 frame p speed contemporary films whereas shorts shot 20 frames p results jerky motion look attractive yet excusable solution given limitations optical printing technology time not excusable current dvd version unrestored films look dirty 1959 still stretch printed separate restored versions classics available even dvd would not problem restore image alas not done br br minor quibble taken lot space article say minor quibble not detract much experience although detracted one point rating shorts still worth 10
"1979's Tourist Trap is a clever, unique B thriller that stands out as one of the best of it's kind.<br /><br />Travellers stop at a lonely wax museum where the owner's mannequins are a little too life-like for comfort.<br /><br />While the film has hints of The Texas Chainsaw Massacre, Tourist Trap is mainly a creepy psychological thriller worthy of The Twilight Zone. Director David Schmoeller gives this movie an atmosphere of darkness and mystery, that reaches nightmarish proportions. Also, Schmoelloer adds the occasional touch of comic relief to the bizarre happenings.<br /><br />Venteran actor Chuck Connors is the best of the film's decent cast. Pino Donaggio's music score is excellent, having both lyrical and solemn themes that are perfect to the movie. A number of the film's sequences are quite memorable.<br /><br />For horror and thriller fans alike, Tourist Trap is an unforgettable must-see film.<br /><br />*** 1/2 out of ****",positive,1979 tourist trap clever unique b thriller stands one best kind br br travellers stop lonely wax museum owner mannequins little life like comfort br br film hints texas chainsaw massacre tourist trap mainly creepy psychological thriller worthy twilight zone director david schmoeller gives movie atmosphere darkness mystery reaches nightmarish proportions also schmoelloer adds occasional touch comic relief bizarre happenings br br venteran actor chuck connors best film decent cast pino donaggio music score excellent lyrical solemn themes perfect movie number film sequences quite memorable br br horror thriller fans alike tourist trap unforgettable must see film br br 1 2
"Years ago I saw The Godfather and it made a lasting impression on me, the atmosphere of the movie was first class, the acting memorable and the storyline a classic. Recently I bought the Trilogy and after watching Part 1 again I looked eagerly to viewing Part 2...... I was so pleased to realize early on into Part 2 that here was a fitting follow on to the great Godfather movie, again everything was just about perfect and I could not wait to see Godfather III ........ WRONG!, I wish I'd stopped at II. The storyline was not good, it seemed to me like a story made up just to have a story, the characters were weak especially the daughter. Pacino's protege was a weak character that would have been eaten alive in Godfather 1 or 2. Then scenes such as, Corleone being invested with all the trappings of the Catholic Church with full choir, the assassin on horseback riding away into the sunset, the unseen helicopter machine gunning of the meeting (where the 'goodies' get away and everyone else is shot),daughter and 1st cousin rolling bits of pasta across a board, the pathetic shooting on the steps ..... Corleone stuffing sweets down him with orange juice for diabetes (a man of his intelligence and guile isn't ready for an emergency?)... NO it was not good and with the best will in the world I wont be able to watch it again. But I'll watch 1 & 2 many times down the years.",negative,years ago saw godfather made lasting impression atmosphere movie first class acting memorable storyline classic recently bought trilogy watching part 1 looked eagerly viewing part 2 pleased realize early part 2 fitting follow great godfather movie everything perfect could not wait see godfather iii wrong wish stopped ii storyline not good seemed like story made story characters weak especially daughter pacino protege weak character would eaten alive godfather 1 2 scenes corleone invested trappings catholic church full choir assassin horseback riding away sunset unseen helicopter machine gunning meeting goodies get away everyone else shot daughter 1st cousin rolling bits pasta across board pathetic shooting steps corleone stuffing sweets orange juice diabetes man intelligence guile ready emergency no not good best world wont able watch watch 1 2 many times years
"This little two-person movie is actually much bigger than it looks. It has so many layers. I've watched it over and over, and always pick up on something new. I am amazed at the depth of the acting, and I feel if this movie had gotten wider release that there would be no question that Alan Rickman is a major star",positive,little two person movie actually much bigger looks many layers watched always pick something new amazed depth acting feel movie gotten wider release would no question alan rickman major star
"UK newspaper reviews seem to have concentrated on the fact that the reviewers tend to know Toby Young, the journalist on whose real-life experiences this movie is based. The key word here is ""based"". How To Lose Friends is a fictitious romcom.<br /><br />Sidney Young joins a prestigious gossip magazine in New York, where he proceeds to make gaffe after gaffe before finally Getting It Right and Making It. This involves him selling out, and the movie has some serious points to make about journalistic integrity. However, they are not overdone: the main substance remains a comedy which centres around Sidney's misadventures. The script has its cake and eats it in that Sidney is a stupid, well-meaning buffoon at the same time as being a smart, moderately obnoxious skilled writer. This contradiction is never that much of an issue, because Simon Pegg (as Sidney) projects likability too well.<br /><br />Jeff Bridges underplays Sidney's editor a little too effectively, and Kirsten Dunst is rather anonymous as the conflicted eventual object of Sidney's affections And, with regard to Megan Fox (who plays an airhead bimbo starlet), I can say only this: just say the word, Miss Fox, and I will leave my wife, sell all my belongings, and buy myself a plane ticket in order to take my place at your side as your consort. Of course, given that I'm a fat 56-year-old English accountant, you might not find my offer too enticing, but it's there on the table anyway. Given how short her career has been so far, one might think it is a little too soon for Megan Fox to take on a role which mercilessly lampoons the sort of actress she might be thought to become: however, she does it sweetly, with some skill, and extremely sexily. This girl will go far.<br /><br />There is stalwart support from a variety of seasoned performers - Miriam Margolyes and Bill Paterson from the UK, Gillian Anderson and Danny Huston from the US.<br /><br />There are several laugh-out-loud moments, and I smiled most of the way through. As ever, the F-word makes appearances when it really doesn't need to, although at least a couple of these are very funny.",positive,uk newspaper reviews seem concentrated fact reviewers tend know toby young journalist whose real life experiences movie based key word based lose friends fictitious romcom br br sidney young joins prestigious gossip magazine new york proceeds make gaffe gaffe finally getting right making involves selling movie serious points make journalistic integrity however not overdone main substance remains comedy centres around sidney misadventures script cake eats sidney stupid well meaning buffoon time smart moderately obnoxious skilled writer contradiction never much issue simon pegg sidney projects likability well br br jeff bridges underplays sidney editor little effectively kirsten dunst rather anonymous conflicted eventual object sidney affections regard megan fox plays airhead bimbo starlet say say word miss fox leave wife sell belongings buy plane ticket order take place side consort course given fat 56 year old english accountant might not find offer enticing table anyway given short career far one might think little soon megan fox take role mercilessly lampoons sort actress might thought become however sweetly skill extremely sexily girl go far br br stalwart support variety seasoned performers miriam margolyes bill paterson uk gillian anderson danny huston us br br several laugh loud moments smiled way ever f word makes appearances really need although least couple funny
"Alien Hunter: 5 out of 10: Is it me or does every movie that starts in Roswell, New Mexico suck. Take Alien mixed with The Thing, mixed with Contact, mixed with of all things On the Beach, The Andromeda Strain, the classroom scene from Raiders of the Lost Ark and a throw in a little Stargate to boot. <br /><br />Derivative doesn't even begin to describe this movie. Of course with nothing original plot wise they amp up the gore and sex right? Nope gore is a blink and you miss it affair and sex is all tease. (James Spader causally mentions he needs a shower and the delectable Leslie Stefanson asks to join him. he turns her down. AGGH!) <br /><br />In fact if a movie ever needed a shower scene to liven things up this is it. I mean if your going to have impossibly good-looking women in white bathing suits wandering around an Antarctica research base why not go for broke.<br /><br />With about 30 seconds of actual thrill in the entire movie Alien Hunter is remarkable serious and slow going for a sci-fi adventure. Needed a much better plot twist to liven it up and by the way the Alien itself is a horribly clichéd artifice and has virtually no screen time for someone who shares half the title. <br /><br />I also inquired during viewing what is with the Children of the Corn in space motif. (Note that since Jason of Friday the 13th fame, Pinhead from Hellraiser and that Leprechaun have all traveled to space to slay nubile teenagers why not the cornfield?) The characters in the cornfield dress like Logan's Run extras and I was just waiting for the stalks to come alive and attack them.<br /><br />That however would have been exciting and apparently against this movies covenant. The acting is mostly fine as Spader reprises his Stargate role while Stefanson and Janine Eser model the latest in Antarctic beachwear. John Lynch however read the whole script and acts the like the insane bad guy well before the story would indicate it.<br /><br />Alien Hunter is a disappointing derivative slog that makes me pine for a proper Children of The Corn in Space movie.",negative,alien hunter 5 10 every movie starts roswell new mexico suck take alien mixed thing mixed contact mixed things beach andromeda strain classroom scene raiders lost ark throw little stargate boot br br derivative even begin describe movie course nothing original plot wise amp gore sex right nope gore blink miss affair sex tease james spader causally mentions needs shower delectable leslie stefanson asks join turns aggh br br fact movie ever needed shower scene liven things mean going impossibly good looking women white bathing suits wandering around antarctica research base not go broke br br 30 seconds actual thrill entire movie alien hunter remarkable serious slow going sci fi adventure needed much better plot twist liven way alien horribly clichéd artifice virtually no screen time someone shares half title br br also inquired viewing children corn space motif note since jason friday 13th fame pinhead hellraiser leprechaun traveled space slay nubile teenagers not cornfield characters cornfield dress like logan run extras waiting stalks come alive attack br br however would exciting apparently movies covenant acting mostly fine spader reprises stargate role stefanson janine eser model latest antarctic beachwear john lynch however read whole script acts like insane bad guy well story would indicate br br alien hunter disappointing derivative slog makes pine proper children corn space movie
"I have a hard time putting into words just how wonderful this was. Once in a while you see a film that just sticks with you. ""You Are Alone"" is that movie (for me). The film is constantly in my head and in my heart. I replay the scenes mentally every day and analyze them and go through the emotions all over again, as if I am seeing it for the first time.<br /><br />There is nothing I did not like about the movie. Amazing soundtrack!!! The ending was perfect. Very emotionally stirring!!! It was compelling and riveting.<br /><br />I adored Jessica Bohl and her performance was the greatest I have ever witnessed. I admired Brittany's strength (what a strong woman).<br /><br />The tag line is ""When your darkest moments come to life"". We never know what we are capable of doing. Everyone says oh I would never do that, when really we have no idea what we would do in a situation. We are very capable of anything and this movies delves straight into that subject. The honesty of the movie may be my absolute favorite part.<br /><br />Thank you Gorman Becherd for a perfect piece of art!!!!",positive,hard time putting words wonderful see film sticks alone movie film constantly head heart replay scenes mentally every day analyze go emotions seeing first time br br nothing not like movie amazing soundtrack ending perfect emotionally stirring compelling riveting br br adored jessica bohl performance greatest ever witnessed admired brittany strength strong woman br br tag line darkest moments come life never know capable everyone says oh would never really no idea would situation capable anything movies delves straight subject honesty movie may absolute favorite part br br thank gorman becherd perfect piece art
"I love this young people trapped in a house of horrors movie. Not just because I'm a huge Linnea Quigley-Jill Terashita fan, but because it is a lot of fun and actually scary at times.<br /><br />The special effects are awesome, especially Linnea's scene with the lipstick and towards the end when almost everyone is dead and possessed.<br /><br />Plenty of nudity provided by Linnea and Jill, plenty of humor, cool soundtrack, high body count, etc...By the way, if you have never seen this one, try and buy/watch the Unrated version which has more gore and some scenes the rated version is missing.",positive,love young people trapped house horrors movie not huge linnea quigley jill terashita fan lot fun actually scary times br br special effects awesome especially linnea scene lipstick towards end almost everyone dead possessed br br plenty nudity provided linnea jill plenty humor cool soundtrack high body count etc way never seen one try buy watch unrated version gore scenes rated version missing
"i saw the film and i got screwed, because the film was foolish and boring. i thought ram gopal varma will justify his work but unfortunately he failed and the whole film got spoiled and they spoiled ""sholay"". the cast and crew was bad. the whole theater slept while watching the movie some people ran away in the middle. amithab bachan's acting is poor, i thought this movie will be greatest hit of the year but this film will be the greatest flop of the year,sure. nobody did justice to their work, including Ajay devagan. this film don't deserve any audiences. i bet that this film will flop. <br /><br />""FINALLY THIS MOVIE SUCKS""",negative,saw film got screwed film foolish boring thought ram gopal varma justify work unfortunately failed whole film got spoiled spoiled sholay cast crew bad whole theater slept watching movie people ran away middle amithab bachan acting poor thought movie greatest hit year film greatest flop year sure nobody justice work including ajay devagan film deserve audiences bet film flop br br finally movie sucks
"Lorna Green(Janine Reynaud)is a performance artist for wealthy intellectuals at a local club. She falls prey to her fantasies as the promise of romantic interludes turn into murder as she kills those who believe that sex is on the horizon. It's quite possible that, through a form of hypnotic suggestion, someone(..a possible task master pulling her strings like a puppet)is guiding Lorna into killing those she comes across in secluded places just when it appears that love-making is about to begin. After the murders within her fantasies are committed, Lorna awakens bewildered, often clueless as to if what she was privy to within her dreams ever took place in reality.<br /><br />If someone asked me how to describe this particular work from Franco, I'd say it's elegant & difficult. By now, you've probably read other user comments befuddled by what this film is about, since a large portion of it takes place within the surreal atmosphere of a dream. Franco mentioned in an interview that he was heavily influenced by Godard early in his career, as far as film-making style, and so deciding to abandon a clear narrative structure in favor of trying to create a whole different type of viewing experience. And, as you read from the reaction of the user comments here..some like this decision, others find the style labouring, dull, and bewildering. I'll be the first to admit that the film is over my head, but even Franco himself, when quizzed by critics who watched ""Succubus"", admitted that he didn't even understand the film and he directed it! Some might say that ""Succubus"" was merely a precursor to his more admired work, ""Venus in Furs"", considered his masterwork by Franco-faithful, because it also adopts the surreal, dreamlike structure where the protagonist doesn't truly know whether he/she is experiencing something real or imagined. In a sense, like the protagonist, we are experiencing the same type of confusion..certainly, ""Succubus"" is unconventional film-making where we aren't given the keys to what is exactly going on. And, a great deal of the elusive dialogue doesn't help matters. ""Succubus"" is also populated by beatnik types and ""poet-speak"", Corman's film, ""A Bucket of Blood"" poked fun at. My personal favorite scene teases at a possible lesbian interlude between Lorna and a woman she meets at a posh party..quite a bizarre fantasy sequence where mannequins are used rather unusually. Great locations and jazz score..I liked this film myself, although I can understand why it does receive a negative reaction. Loved that one scene at the posh party with Lorna, a wee bit drunk, writhing on the floor in a gorgeous evening gown as others attending the shindig(..equally wasted)rush her in an embrace of kisses.",positive,lorna green janine reynaud performance artist wealthy intellectuals local club falls prey fantasies promise romantic interludes turn murder kills believe sex horizon quite possible form hypnotic suggestion someone possible task master pulling strings like puppet guiding lorna killing comes across secluded places appears love making begin murders within fantasies committed lorna awakens bewildered often clueless privy within dreams ever took place reality br br someone asked describe particular work franco say elegant difficult probably read user comments befuddled film since large portion takes place within surreal atmosphere dream franco mentioned interview heavily influenced godard early career far film making style deciding abandon clear narrative structure favor trying create whole different type viewing experience read reaction user comments like decision others find style labouring dull bewildering first admit film head even franco quizzed critics watched succubus admitted even understand film directed might say succubus merely precursor admired work venus furs considered masterwork franco faithful also adopts surreal dreamlike structure protagonist truly know whether experiencing something real imagined sense like protagonist experiencing type confusion certainly succubus unconventional film making given keys exactly going great deal elusive dialogue help matters succubus also populated beatnik types poet speak corman film bucket blood poked fun personal favorite scene teases possible lesbian interlude lorna woman meets posh party quite bizarre fantasy sequence mannequins used rather unusually great locations jazz score liked film although understand receive negative reaction loved one scene posh party lorna wee bit drunk writhing floor gorgeous evening gown others attending shindig equally wasted rush embrace kisses
"This outing of Knotts includes one of his best sidekicks ever, Frank Welker. Welker makes the film. Knotts and Welker compete for the laughs and both receive plenty. Knotts works for a small ""no where"" town where the city is being run by some of the most ignorant officials. When things go wrong the city fathers, allow Knotts to take the fall. Frank Welker's character befriends Knotts and together they stumble together to clear up the mess and Knott's good name. This film shows the usual Knott's scared to death character that made him famous for years on television and film. This may have been Knotts' last good outing. When you have an extra 90 minutes, get a good old fashioned laugh a great icon, Don Knotts.",positive,outing knotts includes one best sidekicks ever frank welker welker makes film knotts welker compete laughs receive plenty knotts works small no town city run ignorant officials things go wrong city fathers allow knotts take fall frank welker character befriends knotts together stumble together clear mess knott good name film shows usual knott scared death character made famous years television film may knotts last good outing extra 90 minutes get good old fashioned laugh great icon knotts
"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching.",positive,emma horribly flawed film based jane austens classic novel not read book really know much plot yet still predicted nearly entire plot also many scenes frustrated bad writing directing film though reason entertaining loved course scenes disliked majority well acted funny gwyneth paltrow gives one best performances heroine emma film also stars toni collette okay much better ewan mecgreger also better still good alan cumming never really impressed pretty much jeremy northam performance rather wooden first look actually fairly subtle even not needed much better adaptations jane austen books one still entertaining worth watching
"Why do I hate this? Let me list the ways:<br /><br />I have nothing against Mary Pickford but a 32 year old woman playing a 12 year old is just stupid.<br /><br />There's a fight scene in which kids are throwing bricks at each other and it's considered funny---and it goes on for 15 minutes <br /><br />Strange how none of the kids are even remotely hurt<br /><br />The title cards contain plenty of racial and ethnic slurs<br /><br />For a ""family"" film the fights were WAY too violent (loved it when Pickford was punching it out with a little boy!) and the humor was just stupid <br /><br />Seriously, 40 minutes in I gave up and turned it off. The slurs, racism and little kids throwing bricks at each other got to me. Also there was no plot that I could see. The only thing worth seeing in this film was William Haines who was a top leading man in the silent era.<br /><br />Just painful. Avoid.",negative,hate let list ways br br nothing mary pickford 32 year old woman playing 12 year old stupid br br fight scene kids throwing bricks considered funny goes 15 minutes br br strange none kids even remotely hurt br br title cards contain plenty racial ethnic slurs br br family film fights way violent loved pickford punching little boy humor stupid br br seriously 40 minutes gave turned slurs racism little kids throwing bricks got also no plot could see thing worth seeing film william haines top leading man silent era br br painful avoid
"Thank God this wasn't based on a true story, because what a story it is. Populated by despicable characters whose depravity knows no bounds, Before The Devil is a mesmerizing, jaw-dropping excursion into perversion which would be laughable (and sometimes is, even with - or perhaps because of - the sickeningly tragic undercurrent of human dysfunction throughout) if it weren't carried out with such magnificent, overwhelming conviction by its stars. The excellent script by Kelly Masterson and superb direction by none other than Sidney Lumet doesn't hurt either.<br /><br />The main dysfunction here is of a family nature, with the two majorly screwed up brothers (brilliant portrayals from Philip Seymour Hoffman and Ethan Hawke) deciding to rob their own parents' jewelry store, an attempt that goes pathetically awry.<br /><br />The story is told with time-shifts (which are noted on screen, such as: ""Charlie: Two Days Before The Robbery"", so no one should be confused); some people have said they didn't like this device but I thought it worked perfectly, adding to the skeweredness of the whole affair, considering that the two brothers in question are hardly playing with full decks - between them you couldn't make a decent poker hand to save your life. Throw in these cheesy extra tidbits: one of the brothers is a drug addict, married to Gina (Marisa Tomei, also excellent), who is having an affair with the other brother, toss in some monumental sibling rivalry, along with the fact that said drug addict brother hates his father (a wrenching performance from Albert Finney), who has apparently caused him serious past pain, and you've got a Shakespearean/Greek tragedy on your hands. Proceed with caution.",positive,thank god based true story story populated despicable characters whose depravity knows no bounds devil mesmerizing jaw dropping excursion perversion would laughable sometimes even perhaps sickeningly tragic undercurrent human dysfunction throughout carried magnificent overwhelming conviction stars excellent script kelly masterson superb direction none sidney lumet hurt either br br main dysfunction family nature two majorly screwed brothers brilliant portrayals philip seymour hoffman ethan hawke deciding rob parents jewelry store attempt goes pathetically awry br br story told time shifts noted screen charlie two days robbery no one confused people said like device thought worked perfectly adding skeweredness whole affair considering two brothers question hardly playing full decks make decent poker hand save life throw cheesy extra tidbits one brothers drug addict married gina marisa tomei also excellent affair brother toss monumental sibling rivalry along fact said drug addict brother hates father wrenching performance albert finney apparently caused serious past pain got shakespearean greek tragedy hands proceed caution
"If you want just about everything you want to know about WWII from multiple perspectives, this DVD delivers, you WILL learn new things guaranteed, so much so that you won't need any other documentary's on the subject. Get this, watch it, learn from it. Good for school use as well. As a bonus, watch this with Tora tora tora, saving private ryan, patton, band of brothers, a bridge too far, the longest day and other WWII epics along with this to make your knowledge of WWII even more complete. Sir Laurence Oliver's voice adds to the overall atmosphere of each episode in this 26 part series. Seriously you won't find a better WWII documentary set on the subject. PERFECT 10!!!",positive,want everything want know wwii multiple perspectives dvd delivers learn new things guaranteed much need documentary subject get watch learn good school use well bonus watch tora tora tora saving private ryan patton band brothers bridge far longest day wwii epics along make knowledge wwii even complete sir laurence oliver voice adds overall atmosphere episode 26 part series seriously find better wwii documentary set subject perfect 10
"The movie was gripping from start to finish and its b/w photography of the American heartland is stunning. We feel we are right there with them as they cross the big sky country and then into Mexico and back to America again. Near the end of the movie, the reflection of the rain on Robert Blake looks like small rivers of sweat and tears rolling down his face. In the end, we follow them up the stairway to their final moment. <br /><br />The two criminals, performed by Robert Blake and Scott Wilson, as Perry Smith and Dick Hickock could be seen on any street in any town. Hickock is a smiling boy next door and Smith, the guy with stars in his eyes from the wrong side of town. This point is made in the movie and it always surprises us that criminals are no different in appearance than anyone else. Evil, even the most vile, is part of the human condition. These two delusional men kill an entire family, looking for a safe that isn't there. Once on the run, they start writing bad cheques, carving out a trail for the authorities.<br /><br />There are many fine supporting actors. I like John Forsyth as the detective on the case, Alvin Dewey. Also, Will Geer shines in a brief but excellent scene as the prosecuting attorney.<br /><br />I have often wanted to see this movie all the way through, having only caught it in short snatches; I did finally get to it after buying the DVD. The result is the finest classic crime movie I have ever seen.<br /><br />Don't miss this brilliant movie. To me, this is what great film-making is all about.",positive,movie gripping start finish b w photography american heartland stunning feel right cross big sky country mexico back america near end movie reflection rain robert blake looks like small rivers sweat tears rolling face end follow stairway final moment br br two criminals performed robert blake scott wilson perry smith dick hickock could seen street town hickock smiling boy next door smith guy stars eyes wrong side town point made movie always surprises us criminals no different appearance anyone else evil even vile part human condition two delusional men kill entire family looking safe run start writing bad cheques carving trail authorities br br many fine supporting actors like john forsyth detective case alvin dewey also geer shines brief excellent scene prosecuting attorney br br often wanted see movie way caught short snatches finally get buying dvd result finest classic crime movie ever seen br br miss brilliant movie great film making
