article,summary
cnn ecuadorian president rafael correa said friday pay interest nations foreign debt prepared accept consequences correa made comments reporters guayaquil ecuador interest payments one due friday office said statement said studying challenge debt called immoral betrayal country reference way terms debt originally set said though billion already spent pay original debt accrued billion principal remains confront international lawsuits confront repeat assume responsibility said could permit continued payment debt light immoral illegitimate correa said preparing restructuring plan presented creditors within days chafed criticism money spent tried pay overdue social debt program housing without parallel ecuadorian history certain corrupt members press function political interests want discredit pointing inevitable houses going defects said said complaints outweighed tens thousands happy families worthy little houses people testify success program popular leftist economist said would try prove international courts debt illegal,president rafael correa calls foreign debt immoral betrayal country correa billion spent debt interest principal remains president assumes responsibility nation faces international lawsuits
cnn microsoft founder bill gates told cnn wednesday hopes presidentelect barack obama congress immediately craft wideranging stimulus package help jumpstart nations sputtering economy double united states commitment foreign aid microsoft founder bill gates spoke exclusively wednesday cnns wolf blitzer clearly need stimulus doesnt undermine incentive businesses careful spending making correct investments gates told cnns wolf blitzer exclusive interview airing situation room wednesday thursday gates one worlds richest men founder bill melinda gates foundation also calling obama increase investments nations education system spur technological advances improve agriculture prevent disease promote economic growth worlds poorest nations key point id make addition stimulus youve got fund kind scientific work educational investments could really us much better country emerge recession said watch gates discuss economy web site obama pledged double united states annual investment foreign aid billion end first term goal fully funding debt cancellation poor nations fighting aids global poverty interview cnn gates said thinks obama live commitment obviously congress gets actually vote final decision money spent think get commitment gates said thrilled able see people responding success stories aid united states go last eight years interview came shortly microsoft founder delivered wideranging speech george washington university washington dc reiterated call major new stimulus package spur job growth spending way well ever come downturn businesses state governments consumers pulling back federal government must step forward gates told crowd bill melinda gates foundation distributed billion grant commitments states countries interview cnn gates said personally given billion foundation,microsoft founder bill gates talks cnns wolf blitzer gates says obama craft wideranging stimulus package also wants obama increase investments education technology spending way well ever come downturn says
bogota colombia cnn volcano southwest colombia erupted friday morning raining ash nearby residents agricultural fields galeras volcano erupting january considered active volcano colombia none residents live near galeras volcano reported injured officials said second time less week volcano erupted governments geological mining institute raised alert level yellow red officials opened eight shelters displaced residents authorities ordered people live near volcano evacuate city pasto residents miles kilometers volcanos crater received heavy downpour ashes friday volcano near colombias border ecuador previously erupted saturday erupted several times since became active fatalities nine people scientists tourists near volcanos crater killed volcanos crater feet meters sea level andes mountains considered active volcano colombia journalist fernando ramos contributed report,authorities order evacuation people live near galeras volcano injuries reported volcano erupts second time less week nearby city pasto receives downpour ashes
editors note story part ongoing series profiles cnn economic survival time financial crisis nicole thompsonarce poses wedding day husband mathew arce exmotherinlaw cnn struggling make ends meet trying dig debt nicole thompsonarce husband moved exhusband together unlikely threesome omaha nebraska raising two young daughters first marriage kind situation left cable guys howling theyd never heard anything like thompsonarce remembered laugh theyre peoples homes everyday craig thompson going divorce deal either could imagined striking messy divorce kind involving custody dispute ironed battle agreeing joint custody thompsonarce said able move forward ireport read thompsonarces post time married mathew arce last july said ex friends fact close mother meaning thompsonarces exmotherinlaw second wedding ceremony soon florida wedding new lovebirds flew financial mess left job soon found another temp position yearold husband fired higherpaying gig ireportcom job hunt stories fell behind rent bills stacked credit card debt grew ireportcom cutting budget couple months later arce landed temporary walmart cashier position since turned fulltime job finances remained shaky digging debt seemed insurmountable tell us youre surviving economy walked ex offer time christmas thompson year bakery employee walmart lives threebedroom onebath home knew money problems asked move said figured id get see girls daughters often nicole said yes right away besides economic savings benefits many longer shuttle victoria caitlyn two households team parent page finding baby sitter never problem take turns making meals share thompson arce years apart get whole spectrum going thompsonarce joked become best friends share similar sense humor tackled home improvement projects run around together days often hang kitchen table building plastic models clicked thompson said tell people im living exwife husband get really strange looks different unusual works transition smooth great kids thompsonarce said benefit irrespective finances thinks living situation theyll stick least five years however taken little time little ones get story straight sevenyearold victoria went back school winter break whole team blended one roof started telling people mommy two husbands thompsonarce remembered like honey dont tell men hope girls learning divorced parents work together friends many families go divorce never let go said im thankful hopefully situation help people rethink things kids best interest get along one might wonder whether couple whove married less year get enough time alone together given theyre living thompsonarce points ex works shift sends bed pm evenings kids asleep husband share watch restaurant holds date night event romantic evening dont hear going thompson quipped theres bathroom two bedrooms exhusband hasnt dated since divorce said hes focused work taking care kids thompsonarce however said husband forever trying get thompson dating scene want meet someone special special understanding would definitely need hed find openminded woman dont plan going anywhere anytime soon thompsonarce said,financially strapped couple moves wifes exhusband save omaha nebraska threesome find arrangement works together raise two kids teach divorced parents get along exhusband tell people get really strange looks
cnn body journalist hacked death southeastern nepal cremated tuesday businesses public transportation town janakpur remained shut second day protest killing uma singh murdered nepal sunday talked difficulties practicing journalism authorities said arrested four people connection death uma singh release suspects names possible motive said damakant jayashi associate editor online news web site myrepublicacom journalists human rights groups descended town shops shuttered almost seems like spontaneous protest jayashi said journalists wearing black bands arms fm stations city day yesterday played mourning tunes instead regular programs killing singh latest troubling trend attacks reporters united nations human rights office country said asked government investigate case prosecute death threats journalists send strong message impunity attacks media serious crimes office un high commissioner human rights nepal said singh wrote daily newspaper reported radio station janakpur km miles southeast capital city kathmandu got home work sunday night group men barged room rented house hacked khukhuris curved knives traditional nepal full view boarders authorities said shocked said dharmendra jha president federation nepalese journalists leading protests government ready provide kind security journalists difficult journalism free mode group said announce new phase protests wednesday authorities motive killing articles singh spoke dowry system brides family forced give cash property grooms family wedding also sunday group men ransacked house another journalist region leaving cross door telling turn next media groups said police know two incidents related recent months number attacks journalists nepal shot federation released yearend report recording incidents including three deaths kidnapping assailants ties communist party nepal largest party nepals coalition government according new yorkbased human rights watch party led pushpa kamal dahal prachanda man led decadelong bloody insurgency sown prime minister decadelong civil war maoist forces carried numerous attacks journalists believed opposed cause human rights watch said became prime minister prachanda issued public warning journalists addressing massive crowd kathmandu longer tolerate criticism already elected people three years ago singhs father elder brother disappeared family along accused local maoist leaders behind disappearances jayashi said singh talked difficulties practicing journalism interview united nations last year various armed groups mushrooming major challenge us compelled dance tunes makes us helpless said interview dont air news choice threaten kill us things become difficult us,nepalese journalist reported womens rights hacked death sunday uma singh said death things become difficult us un asks govt investigate prosecute death threats journalists journalists group incidents journalists including deaths
harare zimbabwe cnn zimbabwes opposition leader called cholera outbreak country manmade crisis new figures released thursday showed death toll soared morgan tsvangirai tours cholera ward budiriro polyclinic harare thursday died people suspected infected cholera since last year world health organization said opposition party leader morgan tsvangirai speaking reporters pointed finger mugabe government cholera zimbabwe manmade crisis problem coupled fact negligence part government provide necessary facilities shows collapse health delivery system said tsvangirai movement democratic change leaders comments came toured worst affected areas countrys capital harare zimbabwes cholera epidemic started august aggravated erratic water supplies shortages water purification chemicals broken water sewer pipes uncollected garbage cholera intestinal disease cause bacteria contaminated water epidemic followed month later strike doctors nurses demanding review salaries demanding archaic hospital equipment replaced medicines available hospitals health emergency comes time zimbabwe mired worst economic crisis faced since gained independence great britain last week united nations childrens fund unicef gave million zimbabwes ailing health sector help end industrial action health personnel tsvangirai visiting cholera affected areas residents could seen getting water wells rivers suburbs harare water close two weeks forcing residents depend shallow pits rivers drinking water zimbabwe national water authority quoted stateowned media saturday attributing dryness water pump brokendown areas particularly affected include townships glen norah glen view budiriro kids last two days said ennie musararei mother three budiriro clinic cholera started drank water well thought safe drink since covered metal sheet president robert mugabes government declared cholera national emergency international organizations unicef doctors without borders red cross gain access death toll continued increase daily week alone witnessed sudden increase patients said nurse budiriro clinic think mainly rains dryness suburbs past week earlier month zimbabwes health minister david parirenyatwa said death toll likely increase country rainy season meteorological office zimbabwe predicted floods parts country,world health organization cholera deaths zimbabwe since last year tsvangirai govt negligence resulted failure provide necessary facilities epidemic aggravated erratic water supplies broken water sewer pipes mugabes government declared cholera national emergency
cnn paul harvey legendary radio host whose career sharing rest story listeners spanned years died according abc radio networks paul harvey received medal freedom president bush harvey died hospital phoenix arizona kept winter home said louis adams spokesman networks surrounded family members died adams said known deliberate delivery pregnant pauses harveys broadcasts heard radio stations armed forces networks commentaries appeared newspapers according web site ireportcom share memories paul harvey hosting radio shows parttime much past year recovering physical ailments including pneumonia death wife lynne angel harvey may father mother created thin air one day became radio television news said harveys son paul harvey jr written statement past year industry lost godparents today millions lost friend born tulsa oklahoma harvey began radio career kvooam still high school web site says helped clean station eventually allowed fill air reading news commercials watch paul harvey aurandt got broadcasting paul harvey one gifted beloved broadcasters nations history abc radio networks president jim robinson said written statement delivered news day unique style commentary voice became trusted friend american households critics faulted harvey way seamlessly intertwined news stories advertisements often read voice middle story accolades plentiful induction national radio hall fame receiving presidential medal freedom thenpresident george w bush paul friendly familiar voice lives millions americans bush said saturday written statement commentary entertained enlightened informed laura pleased known fine man thoughts prayers family cause harveys death immediately known forced air temporarily virus weakened vocal cord cnns doug gross contributed report,yearold coined phrase rest story harvey known deliberate delivery pregnant pauses recovering ailments hosting radio shows parttime harveys broadcasts heard radio stations
cnn somali pirates turned highseas kidnappings lucrative business one netted million million last year former navy seal told cnn attackers hijacked maersk alabama shown formerly known alva maersk kaj larsen spoke cnns anderson cooper wednesday night changing tactics pirates somalia transcript interview portions edited cooper spent fair amount time actually met pirates right larsen met pirates operating port mogadishu right current uptick piracy seeing much right cooper uptick realize profitable larsen sure absolutely theres extraordinary incentive conduct acts piracy last year estimate pirates took somewhere million million ransom money extraordinary lucrative obviously cheap flow weapons available somalia contribute problem maritime piracy see pirate attacks skyrocketing cooper different situation uss bainbridge scene first time american held hostage normally whole crew gets taken hostage basically negotiation company owns vessel cargo pirates larsen right obviously unique situation developing right speak setting new standards new precedents concern situation pirates seeing first batch resistance future might using aggressive tactics see ships willing fight back cooper navy seal procedure something like larsen well obviously situation unique balance use force potential threat injury hostage unique situation first time americans taken hostage could see new precedent set watch pirates operate somalia past us navy coalition forces combined task force region reluctant engage pirates militarily fear one hostages hurt see continues case cooper basically mean pirates operating miles offshore theyre running around theyre going around little skiffs larger boat nearby somewhere area cant go miles offshore little skiff larsen absolutely mean although seeing improved weather conditions gulf aden responsible increased attacks past week miles long ways sea pirates becoming increasingly sophisticated actually using mother ships many cases send small speedboats track sometimes assault tanker container ships gulf cooper think thing going end idea larsen dont really idea past seen classic kidnapforransom hostage negotiation system insurance companies end paying sometimes millions dollars pirates case think close presence us navy vessel might provide discomfort pirates area,exnavy seal says kidnapping american change somali pirates kaj larsen says pirates made million million last year pirates becoming increasingly sophisticated says
cnn crew member usflagged cargo ship captured pirates coast somalia suing employers claiming sent pirateinfested waters without adequate protection attorney said monday abduwali abdukhadir muse charged piracy federal court new york richard hicks royal palm beach florida crew member maersk alabama filed suit monday waterman steamship corp maersk line limited according attorney terry bryant spokeswoman mobile alabamabased waterman steamship corp said know suit immediately comment spokeswoman maersk line limited immediately return call cnn seeking comment maersk alabama hijacked pirates april hicks working chief steward preparing food crew members heard loudspeaker pirates board crew members gathered ships engine room nearly hours according news release bryant engine room dark hot maybe degrees hicks said news release cramping heat stroke symptoms able take pirate hostage tried negotiate return captain pirates promised exchange capt richard phillips pirate hostage reneged agreement news release phillips offered hostage exchange freedom crew held lifeboat us navy snipers nearby ship fatally shot three pirates rescued phillips arrested fourth pirate ships owners two companies knowingly exposed employees danger took steps provide appropriate security safety crew bryant alleges waterman steamship corp maersk line limited chose rely united states military taxpayers provide afterthefact rescue operations bryant said news release choice caused substantially cost risk human life would incurred defendants provided appropriate levels security first place hicks seeking least reserves right amend pleading certain amount future early determine maximum amount plaintiffs damages according suit hicks still suffering injuries result incident afraid return work news release said,suit alleges crew sent pirateinfested waters without protection representatives ships owners yet comment maersk alabama hijacked pirates april plaintiff richard hicks royal palm beach florida ships steward
cnn mother yearold rochester new york high school student vanished weekend spring break myrtle beach south carolina says give daughter permission go trip brittanee marie drexels mom says thought beach new york south carolina appearance hlns nancy grace dawn drexel said daughter brittanee marie drexel never run away drexel said high school junior stayed touch phone last spoke brittanee saturday afternoon asked says oh mom im beach degree day rochester course thought maybe beach rochester one girlfriends said staying overnight drexel said watch mom describe daughters last call drexel said asked brittanee call later girl agreed said love brittanee says love mom hung phone brittanee believed last seen saturday evening though unconfirmed sighting may placed restaurant sunday staying friends bar harbor hotel north ocean boulevard according police reports,brittanee drexel disappears trip myrtle beach south carolina mom says spoke daughter didnt know state brittanee believed last seen saturday evening
editors note carlos del rio md hubert professor chair global health department rollins school public health professor medicine division infectious diseases emory universitys school medicine del rio native mexico executive director national aids council mexico dr carlos del rio says us mexican authorities deserve credit responses swine flu outbreak atlanta georgia cnn swine flu outbreak started less month ago caused deaths mexico confirmed cases across united states canada united kingdom suspected cases france spain israel new zealand clear new virus emerged different enough populations previous exposure influenza viruses vaccines provide immunity far public health authorities meeting challenge strength preparedness mexican american federal governments deserve credit thorough responses major control strategy implemented mexico socialdistancing range nonquarantine measures attempt reduce contact persons closing schools canceling cultural sports events closing museums parks addition countries strengthening surveillance releasing antiviral stockpiles issuing travel advisories united states federal officials working closely providing guidance state local public health authorities make decisions whether close schools prevent largescale gatherings crossborder nature outbreak strong argument united states cooperate support competent institutions government countries even period economic uncertainty first case swine flu united states current outbreak identified san diego county part surveillance program connected naval health research center began monitoring influenza program physicians collect nasal swabs patients community clinics sides border centers disease control prevention scientists sent suspect sample mass spectrometer discover new variety swine flu according article describing techniques science magazine two critical questions remain mortality rates higher mexico preparations regular flu season later year modified reports mexico virus primarily struck otherwise healthy young adults alarming seasonal influenza typically affects young old still preliminary genetic analysis shows virus strains isolated patients california identical seen severely ill mexican patients possible patients mexico many dying pneumonia succumbing secondary infections medical historians believe large proportion died spanish flu pandemic killed flu virus secondary bacterial pneumonia difficult treat introduction antibiotics thus enhancing vaccination pneumonia may prove critical strategy decreasing influenza mortality future outbreaks additional investigation died however urgently needed determine best response strategy issue keeps coming idea closing usmexico border already various border crossing points customs authorities people appear sick taken secondary inspection area evaluation systematic monitoring border crossing airports mouth swabs proposed good strategy would argue usmexico border one busiest world millions people goods crossing day many items routinely use united states produced mexico closing border would crippling effect united states example event serious flu outbreak country would need mechanical ventilator deployments hospitals national stockpile sufficient ventilators necessary circuits needed operate produced united states mexico come across country critical taking care critically ill patients united states second issue prepare coming flu season flu pandemic cases began spring faded away summer come back vengeance fall winter thus need prepared even worse outbreak swine flu winter declare victory soon considerable evidence accumulated practice producing seasonal vaccines chicken eggs cumbersome sometimes ineffective urgent need development modern techniques vaccine production national institutes health putting research resources fight nih created six centers excellence influenza research surveillance located emory university mount sinai school medicine st jude childrens research hospital ucla university minnesota university rochester sundays emergency declaration signaled centers devote resources monitoring responding swine flu outbreak researchers centers developed alternatives chicken eggs new delivery methods time put alternatives test countries around world fully prepared coming flu season future outbreaks opinions expressed commentary solely carlos del rio,dr carlos del rio us mexico responded well swine flu outbreak says crossborder cooperation crucial successful battle flu key question mexicos illnesses deadly says del rio one factor may presence pneumonia died
seattle washington cnn predicting path swine flu outbreak next impossible public health officials say dr ira longini spent three decades trying dr ira longini studies simulations hypothetical influenzas would spread longini says apparent new strain swine flu appears stay probably going live virus time told cnn longini specializes mathematical statistical theory epidemics works vaccine infectious disease institute hutchinson research center seattle washington researcher studies simulations hypothetical influenzas would spread across united states moment said enough information swine flu sickened hundreds mexico people united states accurately forecast disease travel longinis simulations fictional killer flu ordered centers disease control prevention cdc show importance steps health officials take prevent spread virus measures include social distancing encouraging sickened flu stay home seek medical treatment closing places groups people gather making antiflu medications available large portions population simulations longini said forms containment reduce sickness nearly twothirds name game slow transmission wellmatched vaccine made distributed fairly optimistic said watch computer models simulate outbreaks spread far longini said appears everyone sickened swine flu united states contracted disease traveling mexico apparent epicenter outbreak cautioned could change fast obviously people communities could also get airplanes go places get buses cars trucks move around picture may change rapidly basically influenza going go people go health officials agree worst may still yet come soon us say spectrum dr richard besser acting director cdc said monday larry king live going see cases country severe individuals hospitalized would surprised see deaths country longini said health officials everything mitigate widely swine flu spreads united states even authorities examined everyone entering country longini said would solve problem simulations mathematical work weve shown travel restrictions although potentially useful slowing spread swine flu going stop longini said screen airline passengers asymptomatic incubating people would miss really deal outbreaks locally everywhere occurring watch countries scanning travelers longini said hopes data come outbreak help answer questions researchers swine flu appears deadly mexico cases ones united states researchers also hope find large percentage fatalities mexico young people whose healthy immune systems usually protect flu good news longini said least temporarily populations certain areas north america europe summer soon begin ending traditional flu season even outbreaks swine flu tend follow standard flu season patterns said parts world may lucky timing terrible people southern hemisphere places like new zealand australia south africa parts south america longini said coming flu season,researcher studies potential flu outbreak could spread authorities taking vital steps keep outbreak spreading explains still worst swine flu outbreak may yet come health officials warn researcher hopes data show outbreak much deadlier mexico
islamabad pakistan cnn pakistans military continued assault thursday militants talibanheld areas chief spokesman told reporters pakistani army trucks move military equipment troubled buner district thursday far militants killed past hours maj gen athar abbas said operation still ongoing districts dir buner recently seized taliban violation agreement pakistans government pakistani forces completely secured daggar main town buner scene heavy fighting wednesday abbas said daggar operation resulted deaths militants freed frontier corps personnel abducted militants said fiftytwo colleagues still believed held suspected taliban kidnappers weeks military operation resulted militant casualties since sunday military suffered one death one injury according abbas said hopes operation completed end week pakistan asked united states supply forces helicopters communication equipment night vision technology abbas said thursday weeks casualties happened tuesday pakistani fighter jets launched airstrikes killing least militants dir district according pakistani military operation part pakistani armys intensified drive taliban restive tribal regions pakistani government criticized cracking militants along border afghanistan result us military carried airstrikes militant targets pakistan rankled relations two countries military campaign apparently stopped washington carrying unmanned drone attacks pakistans soil suspected unmanned aerial vehicle killed six people wednesday night village kaniguran tribal district south waziristan near border afghanistan pakistani intelligence sources said pakistan complained repeatedly says american airstrikes territory us military afghanistan commented strikes typically target taliban fighters border region united states country operating region known capability launch missiles remotecontrolled drones us president barack obama gravely concerned situation pakistan told reporters wednesday night speaking news conference capping th day office obama said united states huge national security interests making sure pakistan stable doesnt end nucleararmed militant state stressed concerned ability pakistans civilian government deliver basic services theyre immediately going overrun taliban pakistans recent military crackdown led exodus civilians region least residents left homes midst recent fighting according amnesty international civilians fleeing lower dir pakistans north west frontier province join people already displaced fighting un high commissioner refugees said pakistani military completed operation eliminate expel militants dir tuesday focusing buner district abbas said militants entered buner days ago violation talibans recent agreement leave district said buner miles islamabad abbas said militants pose threat entering capital fighter jets pounded targets buner swat valley effort block militants entry exit points according abbas cnns samson desta ivan watson nasir habib contributed report,pakistani military intensifies drive taliban restive tribal regions recent military operation resulted militant casualties stopped us unmanned drone attacks pakistans soil barack obama gravely concerned situation pakistan
instyle cant find anywhere constitution maybe first lady dress code buried obscure addendum voting rights act since every mistress white house last four decades chosen wardrobe follows particular one near pathological devotion president obama first lady michelle obama arrive prague czech republic early april sooner inaugural ballgown get spirited away smithsonian comes first lady suit tailored multibuttoned blazer skirt straighter ionic column primary patriotic tastefully unobjectionable color someone give michelle obama memo first days newest first lady banished every version silhouette designed house dick cheney instead mrs obama defined remarkable acuity flatters tall broadshouldered curvaceous working woman knows exactly going enviable eye color layering fashioned riveting parade offtheshoulder dresses cardigans cinched trenches leggings widelegged trousers full skirts working intense florals unexpected hues chartreuse emerald instylecom michelle obamas first days style addition like every woman gets kick dressing knows power accessories cool flat boot wide belt statement necklace thrilling result women across country world exclaiming almost daily look print love color get sweater watch first lady become style icon whats first lady proudly stride confidence warmth modern american woman wardrobe steps boasts relevance comfort dare say sex appeal instylecom try obamas hairstyle fashion industry may occasionally sniped come anyone really give damn appropriate wear cardigan meet queen count time weve caught man watching walk room first days witnessed dynamic new first couple wife whose husband unashamedly eyes clothes cool even better fact michelle obama brought romance back white house get free trial issue instyle click copyright time inc rights reserved,instyles hal rubenstein says michelle obama dropped first lady uniform parade dresses cinched trenches widelegged trousers full skirts outfits come intense florals unexpected hues like chartreuse emerald obama knows power accessories cool flat boot wide belt statement necklace
los angeles california cnn man los angeles police believe raped murdered dozens women decades ago arrested cold case investigators month computer matched dna evidence two killings john floyd thomas jr may begun killings far back john floyd thomas jr may begun killings far back could one worst serial killers united states history according los angeles police chief william bratton yet reach depths done bratton said thursday april arrest thomas los angeles insurance adjuster police call southland strangler named geographical section los angeles county suspect killed least women raped many thomas sits los angeles jail charged two killings prosecutors likely add cases faces arraignment may bratton said thomas arrested number times sex crimes burglaries detectives technology identify suspect region terrorized series killings blamed westside rapist bratton said watch suspect may las prolific serial killer officials using new computer databases software looking see patterns said los angeles police deputy chief charlie beck lot work yet done beck said bob kistner begun law enforcement career great aunt yearold maybelle hudson beaten raped strangled garage inglewood california home retired sergeant long beach california police department got call recently investigators linked thomas murder waited entire career phone call kistner said routine call thomas lapd officer last fall led break case thomas registered sex offender required california law provide dna sample inclusion states database backlog cases thomas asked october report patrol station inside cheek swabbed cooperative patrolman took sample said california department justice called lapd cold case detectives march tell dna came match rape kit evidence collected ethel sokoloff found beaten strangled los angeles home detectives sent biological evidence sokoloff case state lab part review unsolved murders los angeles happened dna analysis concluded sokoloffs killer also beat raped killed elizabeth mckeown beck said murders three older women including maybelle hudson also linked dna common killer said thomass criminal background close proximity homes murder locations similar victim descriptions white elderly females evidence suggests type modus operandi used suspect detectives strongly believe thomas likely suspect westside rapist cases police statement said thomas single although married five times police said served years prison late previous convictions record since last arrest police said deputy chief beck said growing use dna databases computers match crime evidence likely lead cold case killers identified,police say john thomas jr may begun killing far back thomas arrested april charged killing two women yearold could linked dozens killings assaults
new york cnn may kara kopetsky yearold high school junior belton missouri good day kara kopetsky left school early belton missouri may hasnt seen since forgot one textbooks called home asked mom drop school office also asked mother wash uniform could work pm shift popeyes chicken later morning kara argument one teachers class according police family frustrated left campus ditching school rest day school surveillance video shows walking one say way went whether got car last time anyone saw heard police say activity karas cell phone since shortly walked school followed pings phone conducted searches found nothing significant beyond arent commenting watch update case karas stepfather says cell phones long silence makes suspicious doesnt make sense said jim beckford kara cell phone sending texts constantly cell phone bill typically pages long kara didnt come home school usual family mother rhonda stepfather jim stepbrother thomas grew worried filed missing persons report later afternoon police told believed kara runaway shed come back days two years later family hasnt heard word kara left behind belongings money clothes ipod new carton cigarettes bank debit card left school locker bank account recent paycheck remains untouched according police belton case actively investigated certain evidence foul play police continue characterize karas disappearance endangered missing adult case state missouri considers kara kopetsky adult disappeared belton police capt spears said police looking several persons interest havent narrowed investigation focus single suspect family says history running away say fear abducted left school day beautiful girl often warned careful like teen attitude invincible stepfather said month disappeared karas case eclipsed another sensational case abduction slaying kelsey smith smith taken store parking lot overland park kansas body found missouri woods six miles karas home belton suspect charged pleaded guilty serving life sentence police belton overland park compared notes could find connection according family police karas myspace profile onagain offagain boyfriend lived neighborhood attended high school dropped earlier spring kara disappeared kara trying end relationship friends told police unclear whether two saw day kara vanished reward offered tips leading whereabouts kara kopetsky arrest anyone responsible disappearance police family urge people call belton police departments tipline tips kara described feet inches tall pounds brown hair hazel eyes,missouri teen left school early argument teacher school surveillance video shows kara kopetsky walking cell phone shows activity may reward offered information call tips
cnn sri lankan army overran two tamil tiger rebel positions countrys north tuesday military reported web site recently captured rebel weapons stacked former tamil stronghold kilinochchi rebels suffered double blows losing two heavily fortified defense positions troops made predawn incursions identified terror strong points located south valayanmadam today ministry defense said claims military victories came day sri lanka ordered end combat operations rebels curtailing use heavycaliber guns combat aircraft aerial weapons could cause civilian causalities statement presidential secretariat said rebel web site tamilnetcom reported intense barrage heavy weapons monday evening rebel site accused military staging ground offensive firing artillery shells fitted cluster munitions multibarrel rocket launcher mbrl fire heavy mortar fire many directions northern side mullivaaykkaal tiger leadership asked international community pressure sri lankan government reciprocate ceasefire offer proposed last week united states united nations european union india called ceasefire last week indias foreign secretary national security adviser met sri lankan president mahinda rajapaksa express concerns situation north including casualties among civilians india large tamil population sympathizes plight tamils sri lanka foreign ministers two nations due sri lanka wednesday david miliband united kingdom bernard kouchner france carl bildt sweden originally scheduled make trip counterparts granted visa forced cancel swedish foreign ministry said tuesday amounts diplomatic protest sweden recall ambassador sri lanka consultations governmentimposed deadline tigers surrender passed week ago tens thousands displaced civilians currently remain wedged dwindling swath territory controlled tigers along countrys northeastern coast government troops say rescued civilians trapped area un refugee agency said friday wave fresh displacement exceeds people sri lankan military says civilians continue held hostage tamil terrorists adding forces continue humanitarian operations rescue fifty metric tons relief supplies landed colombo monday sent unicef north help displaced residents unicef called situation north catastrophe children said displaced lack food water basic medical supplies rebels estimate number civilians still territory tigers fighting independent state sri lankas northeast since many people killed since civil war began group declared terrorist organization countries including united states european union cnns sara sidner contributed story,sri lankan army web site two heavily fortified defense positions overrun claims came day sri lanka ordered end combat operations sri lanka forces ordered cease use heavycaliber guns combat aircraft rebels say fighter bombers continued bomb civilian targets announcement
cnn court saudi arabia granted yearold girl divorce yearold husband twice denying divorce request previously local media reported thursday marriage sparked condemnations around world human rights groups us government officials first came light december local media highly regulated saudi government reported court city onaiza approved divorce decree thursday divorce final source court told saudi daily newspaper alwatan divorce came series pleas made number officials region husband cnn efforts reach court officials husband girls father unsuccessful according attorney young girls mother father girl arranged marriage daughter close friend settle debts man mother went court try get marriage annulled saudi judge habib alhabib rejected request legal technicality judge ruled mother separated girls father childs legal guardian therefore could represent court according mothers lawyer abdullah aljutaili however judge required girls husband sign pledge would sex reaches puberty aljutaili said lawyer said original marriage agreement father girl stipulated marriage would consummated judge also ruled girl could file petition divorce reached puberty aljutaili said young girl lives mother attorney said never told married initial petition annul marriage rejected mother appealed verdict appeals court saudi capital riyadh appeals court declined certify original ruling essence rejecting alhabibs verdict sent case back reconsideration complicated saudi legal process appeals court ruling meant marriage still effect challenge marriage ongoing earlier month original judge refused second time annul marriage soon decision saudi arabias justice minister told alwatan planned enact law protect young girls marriages law place restrictions practice preserve rights children prevent abuses justice minister mohammed alissa quoted saying additionally alissa said would study system include regulations marriage minors everything related unions newspaper reported details restrictions regulations mentioned minister say whether child marriage would abolished responding justice ministers comments possibility new child marriage law aljutaili told cnn time requested day one know saudi officials working hard resolving issue aljutaili believes law would help defendant many saudi minors facing similar problem washington monday secretary state political affairs william burns called marriage human rights abuse child marriage unfortunately still common much saudi arabia voiced concern practice highest levels told conference ussaudi relations encouraged reports justice ministry begun review legal age marriage divorce denied second time head united nations childrens fund issued statement expressing concern case unicef executive director ann veneman said right free full consent marriage recognized universal declaration human rights consent cannot free full either party marriage young make informed decision issue child marriage hotbutton topic deeply conservative saudi kingdom recently rights groups petitioned government laws protect children marriages kingdoms top cleric said ok girls young wed incorrect say permitted marry girls younger sheikh abdul aziz alsheikh kingdoms grand mufti said january according regional alhayat newspaper girl aged married think shes young wrong unfair alsheikh reportedly made remarks asked lecture parents forcing underage daughters marry hear lot media marriage underage girls said according newspaper know sharia law brought injustice women sharia law islamic law saudi arabia follows strict interpretation islam called wahhabism,child bride wins divorce hearing third attempt local media reports case attracted attention un governments around world father reportedly arranged marriage settle debts saudi justice minister says plans law protect young girls marriages
